"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"20","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","K. Clarke","...Articolo mai arrivato, si sono ""scusati"" per l'inconveniente per cui buono il loro Servizio Clienti americano… loro hanno chiesto il regolare Rimborso & gia' ottenuto… cmq, sempre grande il Servizio Assistenza AMAZON (5 stelle)!!!.
  
  
Read more","Verified Purchase","Reviewed in Italy on 13 January 2020","Previous page"
"21","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Laura","Best sponges on the market","Verified Purchase","Reviewed in Australia on 23 January 2024","4.8 out of 5 stars"
"22","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Onikeh Tumaku","Think of it as an advanced form of sponge, with a bit more abrasive power. Long lasting. Less stinky. Better than a sponge","Verified Purchase","Reviewed in Australia on 30 December 2023","5.0 out of 5 stars"
"23","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Briar-rose knipe","Really great for the shower and I found I used less cleaning agent as it helped foam it up more effectively.","Verified Purchase","Reviewed in Australia on 12 February 2024","2.0 out of 5 stars"
"24","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Daniel H Wylie","My husband actually bought this - I was skeptical but it works great and doesn’t scratch my pans. We have now also purchased a Scrub mummy!","Verified Purchase","Reviewed in Australia on 20 January 2024","5.0 out of 5 stars"
"25","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Mel","Wouldn’t use any other.","Verified Purchase","Reviewed in Australia on 17 January 2024","5.0 out of 5 stars"
"26","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","SC","Worth all the hype.","Verified Purchase","Reviewed in Australia on 11 January 2024","5.0 out of 5 stars"
"27","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Shannon Jamieson","I am a convert. I can see these being used for everything","Verified Purchase","Reviewed in Australia on 20 January 2024","5.0 out of 5 stars"
"28","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","redan","Excellent. After a while it does get soft and less effective so you need to replace.","Verified Purchase","Reviewed in Australia on 17 January 2024","5.0 out of 5 stars"
"29","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Meg","It's a great product. It does what it promises and it can be used for a realy long time","Verified Purchase","Reviewed in Australia on 6 January 2024","5.0 out of 5 stars"
"30","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Jazzop","I caved and purchased this item and it has lived up to all of the hype!","Verified Purchase","Reviewed in Australia on 3 January 2024","5.0 out of 5 stars"
"31","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Laura","First time user, does the job. Nothing spectacular still got to use elbow grease and cleaning aids.","Verified Purchase","Reviewed in Australia on 23 January 2024","4.8 out of 5 stars"
"32","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Onikeh Tumaku","Great product, only fault is not as efficient as scrub mummy with two different textures but are we surprised!! Joke!","Verified Purchase","Reviewed in Australia on 30 December 2023","5.0 out of 5 stars"
"33","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Ruthless","Have bought a few now. Best scrubbers.","Verified Purchase","Reviewed in Australia on 29 December 2023","2.0 out of 5 stars"
"34","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Emma","I’m enjoying these products, Scrub Daddy & Scrub Mommy.  Been using them for a few years now.  It doesn’t scratch the glass on the stove or other surfaces.","Verified Purchase","Reviewed in Australia on 6 January 2024","5.0 out of 5 stars"
"35","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Brian H.","Sure, it does what all the IG and rave reviews say but what it didn’t mention is it super powers that magically got my teenage daughter washing the dishes!","Verified Purchase","Reviewed in Australia on 24 December 2023","4.0 out of 5 stars"
"36","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Chez","I don't have a dishwasher so I have to wash all my dishes in the sink. Sponge Daddy makes the job so much easier especially getting inside the coffee cups and glasses. Very happy with the purchase!","Verified Purchase","Reviewed in Australia on 5 December 2023","5.0 out of 5 stars"
"37","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","CJ","Fantastic sponge very handy doesn't damage dishes. Everyone should have one.","Verified Purchase","Reviewed in Australia on 2 December 2023","5.0 out of 5 stars"
"38","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Amazon Customer","Squishy is hot water, scrubby in cold water. Is more expensive than other scourers but it is quite unique and takes a lot of beating","Verified Purchase","Reviewed in Australia on 29 November 2023","5.0 out of 5 stars"
"39","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Vencent","Works well, very useful in the kitchen !Cleans well","Verified Purchase","Reviewed in Australia on 6 December 2023","5.0 out of 5 stars"
"40","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Nautilus","Does ok. Definitely is more expensive than other brands. Can't do a couple of interesting things.Bought it because I saw the TV ad. However there's probably no need to get another one.Will try to see how long this lasts","Verified Purchase","Reviewed in Australia on 12 November 2023","5.0 out of 5 stars"
"41","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Laura","Exactly as described","Verified Purchase","Reviewed in Australia on 23 January 2024","4.8 out of 5 stars"
"42","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Onikeh Tumaku","Need I say more?","Verified Purchase","Reviewed in Australia on 30 December 2023","5.0 out of 5 stars"
"43","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Beth","Scrub Daddy is the best of all. Its easy to clean and can be used on harsh utensils. Highly recommended.","Verified Purchase","Reviewed in Australia on 28 November 2023","2.0 out of 5 stars"
"44","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Lois","Haven’t used anything better. My go to cleaning sponge","Verified Purchase","Reviewed in Australia on 25 November 2023","5.0 out of 5 stars"
"45","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Gav","Works as advertised","Verified Purchase","Reviewed in Australia on 31 October 2023","5.0 out of 5 stars"
"46","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Aus Giggles","Works a charm!","Verified Purchase","Reviewed in Australia on 14 November 2023","5.0 out of 5 stars"
"47","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Graz","I absolutely love these spongers and use them to clean almost every surface of my house. But I think they work best to clean my bathroom the work magic on the tiles grout and glass !!","Verified Purchase","Reviewed in Australia on 22 November 2023","5.0 out of 5 stars"
"48","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Jackie Jehoda","I tried it on my shower glass, just with Pine O Cleen. You can feel it when the scum comes off and the glass is clean. Works well and looking at Scrub Mommy for the dishes next","Verified Purchase","Reviewed in Australia on 31 October 2023","5.0 out of 5 stars"
"49","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Ashlee","ITS GOOD","Verified Purchase","Reviewed in Australia on 29 September 2023","4.0 out of 5 stars"
"50","Sponge","Scrub Daddy Flex Texture Cleaning Sponge, Original Yellow 4 1/8 inches","Di","Saw it on shark tank and hopped on love it","Verified Purchase","Reviewed in Australia on 29 September 2023","5.0 out of 5 stars"
